earner_id,city_id,date,trips_count,rides_distance_km,rides_duration_mins,rides_gross_fare,rides_net_earnings,rides_tips,orders_count,eats_distance_km,eats_duration_mins,eats_delivery_fee,eats_net_earnings,eats_tips,total_jobs,total_net_earnings,total_tips,week
E10082,1,2023-02-22,1,5.59,23,12.56,9.42,0.71,0,0,0,0,0,0,1,9.42,0.71,2023-W08
E10082,1,2023-02-26,1,1.2,37,2.39,1.79,0.02,0,0,0,0,0,0,1,1.79,0.02,2023-W08
E10082,1,2023-03-14,1,3.88,19,6.65,4.99,0,0,0,0,0,0,0,1,4.99,0,2023-W11
E10082,1,2023-03-18,1,8.63,18,13.12,9.84,0,0,0,0,0,0,0,1,9.84,0,2023-W11
E10082,1,2023-03-19,1,7.65,37,16.99,12.74,0,0,0,0,0,0,0,1,12.74,0,2023-W11
E10082,1,2023-03-21,1,4.42,27,7.79,5.84,0,0,0,0,0,0,0,1,5.84,0,2023-W12
E10082,1,2023-04-12,1,3.71,37,6.81,5.11,0,0,0,0,0,0,0,1,5.11,0,2023-W15
E10082,1,2023-04-13,1,1.2,8,2.99,2.24,0,0,0,0,0,0,0,1,2.24,0,2023-W15
E10082,3,2023-02-11,1,6.41,14,13.4,10.05,0,0,0,0,0,0,0,1,10.05,0,2023-W06
E10082,4,2023-04-14,1,4.42,41,8.14,6.1,0,0,0,0,0,0,0,1,6.1,0,2023-W15
E10083,3,2023-01-13,1,5.85,11,11.37,8.53,1.84,0,0,0,0,0,0,1,8.53,1.84,2023-W02
E10083,3,2023-03-06,1,5.15,22,12.61,9.46,0,0,0,0,0,0,0,1,9.46,0,2023-W10
E10083,3,2023-03-11,1,9.55,36,16.58,12.44,0,0,0,0,0,0,0,1,12.44,0,2023-W10
E10083,3,2023-03-26,1,7.06,38,12.23,9.17,0,0,0,0,0,0,0,1,9.17,0,2023-W12
E10083,3,2023-03-28,1,7.9,21,15.21,11.41,0,0,0,0,0,0,0,1,11.41,0,2023-W13
E10083,3,2023-04-01,1,7.68,20,20.95,15.71,0.25,0,0,0,0,0,0,1,15.71,0.25,2023-W13
E10083,3,2023-04-12,1,4.08,41,8.84,6.63,0,0,0,0,0,0,0,1,6.63,0,2023-W15
E10083,3,2023-04-14,1,5.09,10,10.16,7.62,0,0,0,0,0,0,0,1,7.62,0,2023-W15
E10083,3,2023-04-25,1,7.36,13,11.93,8.95,0,0,0,0,0,0,0,1,8.95,0,2023-W17
E10083,3,2023-04-27,1,4.99,38,9.38,7.03,0,0,0,0,0,0,0,1,7.03,0,2023-W17
E10084,3,2023-01-07,1,2.34,30,4.82,3.62,0,0,0,0,0,0,0,1,3.62,0,2023-W01
E10084,3,2023-01-22,1,2.67,40,5.9,4.42,0,0,0,0,0,0,0,1,4.42,0,2023-W03
E10084,3,2023-02-28,1,3.72,27,6.44,4.83,0,0,0,0,0,0,0,1,4.83,0,2023-W09
E10084,3,2023-03-12,1,3.97,28,9.25,6.94,0,0,0,0,0,0,0,1,6.94,0,2023-W10
E10084,3,2023-03-24,1,3.73,35,9.06,6.8,0,0,0,0,0,0,0,1,6.8,0,2023-W12
E10084,4,2023-01-07,1,1.2,34,3.14,2.36,0,0,0,0,0,0,0,1,2.36,0,2023-W01
E10084,4,2023-01-11,1,5.38,7,10.65,7.99,0,0,0,0,0,0,0,1,7.99,0,2023-W02
E10084,4,2023-01-14,1,7.31,36,11.22,8.42,1.11,0,0,0,0,0,0,1,8.42,1.11,2023-W02
E10084,4,2023-01-26,1,4.98,12,10.5,7.88,0.72,0,0,0,0,0,0,1,7.88,0.72,2023-W04
E10084,4,2023-02-08,1,7.68,30,13.86,10.4,0,0,0,0,0,0,0,1,10.4,0,2023-W06
E10084,4,2023-02-09,1,3.37,36,6.31,4.73,0,0,0,0,0,0,0,1,4.73,0,2023-W06
E10084,4,2023-02-23,1,5.74,38,10.75,8.06,0,0,0,0,0,0,0,1,8.06,0,2023-W08
E10084,4,2023-02-24,1,5.9,30,12.35,9.26,0,0,0,0,0,0,0,1,9.26,0,2023-W08
E10084,4,2023-03-01,1,5.94,21,10.52,7.89,0,0,0,0,0,0,0,1,7.89,0,2023-W09
E10084,4,2023-03-14,1,7.67,23,17.46,13.1,0,0,0,0,0,0,0,1,13.1,0,2023-W11
E10084,4,2023-03-15,1,7.12,17,14.34,10.76,0,0,0,0,0,0,0,1,10.76,0,2023-W11
E10084,4,2023-04-06,1,7.7,38,28.04,21.03,0,0,0,0,0,0,0,1,21.03,0,2023-W14
E10084,4,2023-04-10,1,2.84,13,5.69,4.27,0,0,0,0,0,0,0,1,4.27,0,2023-W15
E10084,4,2023-04-11,1,8.04,7,14.41,10.81,0.03,0,0,0,0,0,0,1,10.81,0.03,2023-W15
E10084,4,2023-04-16,1,2.27,12,6.37,4.78,0,0,0,0,0,0,0,1,4.78,0,2023-W15
E10084,4,2023-04-26,1,6.59,16,12.91,9.68,0,0,0,0,0,0,0,1,9.68,0,2023-W17
E10084,4,2023-04-30,1,5.17,14,9.85,7.39,0.86,0,0,0,0,0,0,1,7.39,0.86,2023-W17
E10084,5,2023-03-14,1,4.66,19,8.01,6.01,0.67,0,0,0,0,0,0,1,6.01,0.67,2023-W11
E10085,1,2023-02-13,1,3.33,24,6.86,5.14,0,0,0,0,0,0,0,1,5.14,0,2023-W07
E10085,1,2023-02-23,1,3.92,28,8.42,6.32,1.36,0,0,0,0,0,0,1,6.32,1.36,2023-W08
E10085,4,2023-04-23,1,6.6,17,11.2,8.4,0.04,0,0,0,0,0,0,1,8.4,0.04,2023-W16
E10085,5,2023-01-09,1,5.43,10,10.35,7.76,0,0,0,0,0,0,0,1,7.76,0,2023-W02
E10085,5,2023-01-19,1,3.54,11,9.17,6.88,0.77,0,0,0,0,0,0,1,6.88,0.77,2023-W03
E10085,5,2023-01-20,1,5.76,19,15.2,11.4,0,0,0,0,0,0,0,1,11.4,0,2023-W03
E10085,5,2023-01-24,1,3.38,28,8.28,6.21,0,0,0,0,0,0,0,1,6.21,0,2023-W04
E10085,5,2023-02-09,1,11.92,7,16.7,12.52,1.54,0,0,0,0,0,0,1,12.52,1.54,2023-W06
E10085,5,2023-02-10,2,13.42,42,25.61,19.21,0,0,0,0,0,0,0,2,19.21,0,2023-W06
E10085,5,2023-02-17,1,3.44,41,7.39,5.54,0,0,0,0,0,0,0,1,5.54,0,2023-W07
E10085,5,2023-02-19,1,8.64,29,16.07,12.05,1.66,0,0,0,0,0,0,1,12.05,1.66,2023-W07
E10085,5,2023-03-01,1,9.26,27,15.08,11.31,0,0,0,0,0,0,0,1,11.31,0,2023-W09
E10085,5,2023-03-02,1,4.64,25,7.71,5.78,0,0,0,0,0,0,0,1,5.78,0,2023-W09
E10085,5,2023-03-04,1,6.41,38,15.14,11.36,0.03,0,0,0,0,0,0,1,11.36,0.03,2023-W09
E10085,5,2023-03-12,1,8.82,28,20.8,15.6,0,0,0,0,0,0,0,1,15.6,0,2023-W10
E10085,5,2023-03-13,1,8.96,7,15.28,11.46,0,0,0,0,0,0,0,1,11.46,0,2023-W11
E10085,5,2023-03-22,1,7.05,21,12.04,9.03,0,0,0,0,0,0,0,1,9.03,0,2023-W12
E10085,5,2023-03-26,1,8.36,13,16.3,12.22,0,0,0,0,0,0,0,1,12.22,0,2023-W12
E10085,5,2023-04-15,1,11.6,20,26.02,19.52,0.09,0,0,0,0,0,0,1,19.52,0.09,2023-W15
E10086,1,2023-03-05,1,6.37,38,11.24,8.43,0,0,0,0,0,0,0,1,8.43,0,2023-W09
E10086,2,2023-03-23,1,6.14,23,9.99,7.49,6.72,0,0,0,0,0,0,1,7.49,6.72,2023-W12
E10086,2,2023-04-26,1,4.12,12,7.86,5.9,0,0,0,0,0,0,0,1,5.9,0,2023-W17
E10086,3,2023-01-16,1,9.02,17,19.07,14.3,0,0,0,0,0,0,0,1,14.3,0,2023-W03
E10086,3,2023-01-23,1,4.23,7,7.53,5.65,0,0,0,0,0,0,0,1,5.65,0,2023-W04
E10086,3,2023-01-31,1,8.48,25,19.13,14.35,0,0,0,0,0,0,0,1,14.35,0,2023-W05
E10086,3,2023-02-08,1,7.21,35,20.18,15.14,0,0,0,0,0,0,0,1,15.14,0,2023-W06
E10086,3,2023-02-15,1,8.13,16,12.38,9.28,0,0,0,0,0,0,0,1,9.28,0,2023-W07
E10086,3,2023-02-17,1,9.74,13,18.59,13.94,0.22,0,0,0,0,0,0,1,13.94,0.22,2023-W07
E10086,3,2023-03-02,2,11.98,57,25.07,18.8,1.47,0,0,0,0,0,0,2,18.8,1.47,2023-W09
E10086,3,2023-03-05,1,10.24,18,17.18,12.88,0,0,0,0,0,0,0,1,12.88,0,2023-W09
E10086,3,2023-03-07,1,3.47,33,7.16,5.37,0,0,0,0,0,0,0,1,5.37,0,2023-W10
E10086,3,2023-03-11,1,2.74,11,4.93,3.7,0,0,0,0,0,0,0,1,3.7,0,2023-W10
E10086,3,2023-03-15,1,8.24,18,13.36,10.02,0,0,0,0,0,0,0,1,10.02,0,2023-W11
E10086,3,2023-03-19,1,6.22,15,12.15,9.11,0,0,0,0,0,0,0,1,9.11,0,2023-W11
E10086,3,2023-03-21,1,8.09,26,13.71,10.28,0,0,0,0,0,0,0,1,10.28,0,2023-W12
E10086,3,2023-03-26,1,5.22,9,10.57,7.93,1.79,0,0,0,0,0,0,1,7.93,1.79,2023-W12
E10086,3,2023-03-30,1,8.12,18,13.72,10.29,0,0,0,0,0,0,0,1,10.29,0,2023-W13
E10086,3,2023-03-31,1,6.89,21,12.19,9.14,0,0,0,0,0,0,0,1,9.14,0,2023-W13
E10086,3,2023-04-01,1,1.23,41,3.31,2.48,0,0,0,0,0,0,0,1,2.48,0,2023-W13
E10086,3,2023-04-08,1,8.28,30,17.88,13.41,0,0,0,0,0,0,0,1,13.41,0,2023-W14
E10086,3,2023-04-10,1,5.32,16,10.61,7.96,0,0,0,0,0,0,0,1,7.96,0,2023-W15
E10086,3,2023-04-13,1,2.55,14,4.88,3.66,0,0,0,0,0,0,0,1,3.66,0,2023-W15
E10086,3,2023-04-14,1,1.43,40,2.58,1.94,0,0,0,0,0,0,0,1,1.94,0,2023-W15
E10086,3,2023-04-26,1,8.95,28,17.86,13.4,0,0,0,0,0,0,0,1,13.4,0,2023-W17
E10086,4,2023-04-24,1,9.24,29,21.03,15.77,3.8,0,0,0,0,0,0,1,15.77,3.8,2023-W17
E10086,5,2023-03-21,1,9.19,9,15.83,11.87,0.55,0,0,0,0,0,0,1,11.87,0.55,2023-W12
E10087,1,2023-04-20,1,5.53,30,9.71,7.28,0,0,0,0,0,0,0,1,7.28,0,2023-W16
E10087,2,2023-02-04,1,6.83,21,13.06,9.8,0,0,0,0,0,0,0,1,9.8,0,2023-W05
E10087,3,2023-02-03,1,7.02,19,12.11,9.08,0.82,0,0,0,0,0,0,1,9.08,0.82,2023-W05
E10087,3,2023-02-27,1,5.72,30,10.4,7.8,0,0,0,0,0,0,0,1,7.8,0,2023-W09
E10087,4,2023-03-20,1,5.62,23,12.65,9.49,0,0,0,0,0,0,0,1,9.49,0,2023-W12
E10087,5,2023-01-06,1,7.04,32,11.87,8.9,0.52,0,0,0,0,0,0,1,8.9,0.52,2023-W01
E10087,5,2023-01-08,1,6.28,21,16.36,12.27,0,0,0,0,0,0,0,1,12.27,0,2023-W01
E10087,5,2023-01-13,1,3.39,30,8.88,6.66,0,0,0,0,0,0,0,1,6.66,0,2023-W02
E10087,5,2023-01-18,2,8.58,46,17.63,13.22,0,0,0,0,0,0,0,2,13.22,0,2023-W03
E10087,5,2023-01-25,1,7.57,16,12.73,9.55,0,0,0,0,0,0,0,1,9.55,0,2023-W04
E10087,5,2023-01-29,1,2.08,27,4.7,3.52,0,0,0,0,0,0,0,1,3.52,0,2023-W04
E10087,5,2023-02-09,1,10.13,18,15.88,11.91,0,0,0,0,0,0,0,1,11.91,0,2023-W06
E10087,5,2023-02-24,1,6.95,11,21.28,15.96,0,0,0,0,0,0,0,1,15.96,0,2023-W08
E10087,5,2023-03-17,1,8.46,34,17.69,13.27,0,0,0,0,0,0,0,1,13.27,0,2023-W11
E10087,5,2023-03-29,1,2.29,20,5.91,4.43,0,0,0,0,0,0,0,1,4.43,0,2023-W13
E10087,5,2023-04-16,1,9.78,19,13.81,10.36,0.04,0,0,0,0,0,0,1,10.36,0.04,2023-W15
E10087,5,2023-04-28,1,5.01,20,9.92,7.44,1.22,0,0,0,0,0,0,1,7.44,1.22,2023-W17
E10087,5,2023-04-30,1,10.07,30,22.32,16.74,0,0,0,0,0,0,0,1,16.74,0,2023-W17
E10088,2,2023-01-06,1,5.79,14,11.56,8.67,1.06,0,0,0,0,0,0,1,8.67,1.06,2023-W01
E10088,2,2023-01-24,1,7.53,33,14.24,10.68,0,0,0,0,0,0,0,1,10.68,0,2023-W04
E10088,2,2023-01-31,1,5.99,25,9.91,7.43,0,0,0,0,0,0,0,1,7.43,0,2023-W05
E10088,2,2023-02-11,1,6.95,12,13.59,10.19,0,0,0,0,0,0,0,1,10.19,0,2023-W06
E10088,2,2023-02-13,1,1.89,7,3.89,2.92,0,0,0,0,0,0,0,1,2.92,0,2023-W07
E10088,2,2023-02-19,1,4.63,35,7.94,5.96,0,0,0,0,0,0,0,1,5.96,0,2023-W07
E10088,2,2023-02-24,1,6,20,13.36,10.02,0,0,0,0,0,0,0,1,10.02,0,2023-W08
E10088,2,2023-03-01,1,1.2,11,3.05,2.29,0.35,0,0,0,0,0,0,1,2.29,0.35,2023-W09
E10088,2,2023-03-15,1,3.14,42,5,3.75,0.73,0,0,0,0,0,0,1,3.75,0.73,2023-W11
E10088,2,2023-04-05,1,6.17,10,14.64,10.98,0.43,0,0,0,0,0,0,1,10.98,0.43,2023-W14
E10088,2,2023-04-15,2,9.35,41,18.58,13.94,0,0,0,0,0,0,0,2,13.94,0,2023-W15
E10088,2,2023-04-22,1,9.67,15,17.39,13.04,0.33,0,0,0,0,0,0,1,13.04,0.33,2023-W16
E10088,3,2023-01-13,1,7.1,19,12.19,9.14,0,0,0,0,0,0,0,1,9.14,0,2023-W02
E10088,3,2023-01-14,1,4.63,39,9.52,7.14,1.24,0,0,0,0,0,0,1,7.14,1.24,2023-W02
E10088,4,2023-04-01,1,5.98,17,14.25,10.69,0,0,0,0,0,0,0,1,10.69,0,2023-W13
E10089,1,2023-02-08,1,2.38,40,4.75,3.56,1.37,0,0,0,0,0,0,1,3.56,1.37,2023-W06
E10089,2,2023-03-09,1,8.22,8,18.96,14.22,0,0,0,0,0,0,0,1,14.22,0,2023-W10
E10089,2,2023-03-24,1,3.6,40,7.88,5.91,0,0,0,0,0,0,0,1,5.91,0,2023-W12
E10089,4,2023-01-11,1,4.46,31,7.4,5.55,0,0,0,0,0,0,0,1,5.55,0,2023-W02
E10089,4,2023-01-23,1,4.62,16,9.31,6.98,0,0,0,0,0,0,0,1,6.98,0,2023-W04
E10089,4,2023-01-27,1,6.56,17,15.89,11.92,0,0,0,0,0,0,0,1,11.92,0,2023-W04
E10089,4,2023-02-05,1,7.51,16,13.44,10.08,0.84,0,0,0,0,0,0,1,10.08,0.84,2023-W05
E10089,4,2023-02-11,1,6.59,10,12.61,9.46,0.55,0,0,0,0,0,0,1,9.46,0.55,2023-W06
E10089,4,2023-02-12,2,10.73,41,23.95,17.97,0,0,0,0,0,0,0,2,17.97,0,2023-W06
E10089,4,2023-02-27,1,4.14,35,8.18,6.14,2.12,0,0,0,0,0,0,1,6.14,2.12,2023-W09
E10089,4,2023-03-25,1,3.95,13,8.1,6.08,0,0,0,0,0,0,0,1,6.08,0,2023-W12
E10089,4,2023-04-05,1,9.83,33,16.72,12.54,0,0,0,0,0,0,0,1,12.54,0,2023-W14
E10089,4,2023-04-06,1,3.25,14,5.53,4.15,0.32,0,0,0,0,0,0,1,4.15,0.32,2023-W14
E10089,4,2023-04-12,1,6.82,15,14.11,10.58,2.82,0,0,0,0,0,0,1,10.58,2.82,2023-W15
E10089,4,2023-04-15,1,7.49,36,11.9,8.92,0,0,0,0,0,0,0,1,8.92,0,2023-W15
E10089,4,2023-04-21,1,8.54,22,17.18,12.88,0,0,0,0,0,0,0,1,12.88,0,2023-W16
E10089,4,2023-04-26,1,5.99,40,10.26,7.7,0,0,0,0,0,0,0,1,7.7,0,2023-W17
E10089,4,2023-04-27,1,8.73,8,14.85,11.14,0,0,0,0,0,0,0,1,11.14,0,2023-W17
E10089,5,2023-02-25,1,7.93,28,15.08,11.31,0,0,0,0,0,0,0,1,11.31,0,2023-W08
E10089,5,2023-03-03,1,5.18,27,9.67,7.25,0,0,0,0,0,0,0,1,7.25,0,2023-W09
E10089,5,2023-03-08,1,1.2,19,3.47,2.6,0,0,0,0,0,0,0,1,2.6,0,2023-W10
E10090,2,2023-03-12,1,5.54,21,10.17,7.63,0,0,0,0,0,0,0,1,7.63,0,2023-W10
E10090,3,2023-02-06,1,10.31,32,17.68,13.26,0,0,0,0,0,0,0,1,13.26,0,2023-W06
E10090,4,2023-01-01,2,17.78,64,35.62,26.71,0.92,0,0,0,0,0,0,2,26.71,0.92,2022-W52
E10090,4,2023-01-21,1,5.29,18,9.41,7.06,0,0,0,0,0,0,0,1,7.06,0,2023-W03
E10090,4,2023-02-03,1,6.21,7,10.73,8.05,1.53,0,0,0,0,0,0,1,8.05,1.53,2023-W05
E10090,4,2023-02-06,1,8.27,22,13.83,10.37,0,0,0,0,0,0,0,1,10.37,0,2023-W06
E10090,4,2023-02-18,1,3.1,29,5.43,4.07,0,0,0,0,0,0,0,1,4.07,0,2023-W07
E10090,4,2023-02-22,1,7.28,14,11.61,8.71,0,0,0,0,0,0,0,1,8.71,0,2023-W08
E10090,4,2023-02-24,1,9.67,15,16.62,12.46,0,0,0,0,0,0,0,1,12.46,0,2023-W08
E10090,4,2023-03-05,1,7.28,18,12.09,9.07,0,0,0,0,0,0,0,1,9.07,0,2023-W09
E10090,4,2023-03-15,2,8.33,44,22.76,17.07,0,0,0,0,0,0,0,2,17.07,0,2023-W11
E10090,4,2023-04-07,1,5.8,18,19.8,14.85,0,0,0,0,0,0,0,1,14.85,0,2023-W14
E10090,4,2023-04-08,1,6.25,26,10.98,8.24,0,0,0,0,0,0,0,1,8.24,0,2023-W14
E10090,4,2023-04-09,2,14.12,69,22.57,16.93,2.56,0,0,0,0,0,0,2,16.93,2.56,2023-W14
E10090,4,2023-04-13,2,13.88,49,30.44,22.82,0,0,0,0,0,0,0,2,22.82,0,2023-W15
E10090,4,2023-04-21,1,7.14,30,12.08,9.06,0,0,0,0,0,0,0,1,9.06,0,2023-W16
E10090,4,2023-04-22,1,8.1,27,16.09,12.07,0,0,0,0,0,0,0,1,12.07,0,2023-W16
E10090,4,2023-04-27,1,4.32,25,7.59,5.69,0,0,0,0,0,0,0,1,5.69,0,2023-W17
E10090,5,2023-01-01,1,5.54,31,9.37,7.03,0,0,0,0,0,0,0,1,7.03,0,2022-W52
E10091,3,2023-01-02,1,8.22,24,13.4,10.05,0,0,0,0,0,0,0,1,10.05,0,2023-W01
E10091,3,2023-01-17,1,5.75,26,12.51,9.38,1.02,0,0,0,0,0,0,1,9.38,1.02,2023-W03
E10091,3,2023-01-19,1,8.29,23,18.37,13.78,0,0,0,0,0,0,0,1,13.78,0,2023-W03
E10091,3,2023-01-21,1,9.36,40,14.04,10.53,0,0,0,0,0,0,0,1,10.53,0,2023-W03
E10091,3,2023-01-30,1,8.22,38,14.36,10.77,0,0,0,0,0,0,0,1,10.77,0,2023-W05
E10091,3,2023-02-01,1,7.71,21,13.93,10.45,0,0,0,0,0,0,0,1,10.45,0,2023-W05
E10091,3,2023-02-05,1,6.84,36,12.63,9.47,0,0,0,0,0,0,0,1,9.47,0,2023-W05
E10091,3,2023-02-12,1,8.25,9,23.28,17.46,0.47,0,0,0,0,0,0,1,17.46,0.47,2023-W06
E10091,3,2023-02-18,1,4.4,24,9.54,7.16,0,0,0,0,0,0,0,1,7.16,0,2023-W07
E10091,3,2023-03-12,1,3.64,41,9.17,6.88,0,0,0,0,0,0,0,1,6.88,0,2023-W10
E10091,3,2023-03-25,1,9.61,13,17.55,13.16,0,0,0,0,0,0,0,1,13.16,0,2023-W12
E10091,3,2023-03-26,1,5.63,25,10.83,8.12,0,0,0,0,0,0,0,1,8.12,0,2023-W12
E10091,3,2023-03-28,2,14.04,62,27.35,20.51,0,0,0,0,0,0,0,2,20.51,0,2023-W13
E10091,3,2023-03-29,1,9.26,23,14.8,11.1,0,0,0,0,0,0,0,1,11.1,0,2023-W13
E10091,3,2023-04-01,1,3.02,41,4.88,3.66,0,0,0,0,0,0,0,1,3.66,0,2023-W13
E10091,3,2023-04-08,1,5.84,22,12.68,9.51,0,0,0,0,0,0,0,1,9.51,0,2023-W14
E10091,3,2023-04-15,1,7.24,14,23.84,17.88,1.06,0,0,0,0,0,0,1,17.88,1.06,2023-W15
E10091,3,2023-04-18,1,5.42,30,10.55,7.91,0,0,0,0,0,0,0,1,7.91,0,2023-W16
E10091,5,2023-02-24,1,9.01,36,17.06,12.8,0,0,0,0,0,0,0,1,12.8,0,2023-W08
E10091,5,2023-03-09,1,12.31,36,19.88,14.91,0,0,0,0,0,0,0,1,14.91,0,2023-W10
E10092,1,2023-01-17,1,11.65,41,24.87,18.65,0,0,0,0,0,0,0,1,18.65,0,2023-W03
E10092,1,2023-01-26,1,5.93,25,10.27,7.7,0,0,0,0,0,0,0,1,7.7,0,2023-W04
E10092,1,2023-01-28,1,7.41,30,15.67,11.75,0,0,0,0,0,0,0,1,11.75,0,2023-W04
E10092,1,2023-03-03,1,2.59,8,5.77,4.33,0,0,0,0,0,0,0,1,4.33,0,2023-W09
E10092,1,2023-03-10,1,7.23,8,11.83,8.87,0,0,0,0,0,0,0,1,8.87,0,2023-W10
E10092,1,2023-03-13,1,7.39,19,15.65,11.74,0,0,0,0,0,0,0,1,11.74,0,2023-W11
E10092,1,2023-03-24,1,9.13,32,14.79,11.09,0,0,0,0,0,0,0,1,11.09,0,2023-W12
E10092,1,2023-03-25,1,3.18,33,6.37,4.78,0,0,0,0,0,0,0,1,4.78,0,2023-W12
E10092,1,2023-03-27,1,4.95,31,10.24,7.68,0,0,0,0,0,0,0,1,7.68,0,2023-W13
E10092,1,2023-03-28,1,5.87,37,14.26,10.7,0,0,0,0,0,0,0,1,10.7,0,2023-W13
E10092,1,2023-04-14,1,9.43,17,14.68,11.01,0,0,0,0,0,0,0,1,11.01,0,2023-W15
E10092,1,2023-04-15,1,6.03,34,8.71,6.53,1.47,0,0,0,0,0,0,1,6.53,1.47,2023-W15
E10092,1,2023-04-17,1,10.94,40,20.58,15.44,0.5,0,0,0,0,0,0,1,15.44,0.5,2023-W16
E10092,1,2023-04-18,1,7.83,31,13.46,10.1,0,0,0,0,0,0,0,1,10.1,0,2023-W16
E10092,1,2023-04-20,1,2.16,11,4.56,3.42,0.97,0,0,0,0,0,0,1,3.42,0.97,2023-W16
E10092,1,2023-04-23,1,4.95,9,8.86,6.64,0,0,0,0,0,0,0,1,6.64,0,2023-W16
E10092,1,2023-04-28,1,3.04,24,6.18,4.64,0,0,0,0,0,0,0,1,4.64,0,2023-W17
E10092,2,2023-04-20,1,7.67,11,13.62,10.22,0,0,0,0,0,0,0,1,10.22,0,2023-W16
E10092,4,2023-04-09,1,3.62,9,8.84,6.63,0,0,0,0,0,0,0,1,6.63,0,2023-W14
E10092,5,2023-02-06,1,4.29,26,8.25,6.19,0,0,0,0,0,0,0,1,6.19,0,2023-W06
E10093,1,2023-01-12,1,7.39,39,18.53,13.9,0,0,0,0,0,0,0,1,13.9,0,2023-W02
E10093,1,2023-01-19,1,5.52,42,12.29,9.22,0,0,0,0,0,0,0,1,9.22,0,2023-W03
E10093,1,2023-01-30,1,5.82,16,13.74,10.3,0,0,0,0,0,0,0,1,10.3,0,2023-W05
E10093,1,2023-02-03,1,6.21,15,11.53,8.65,0,0,0,0,0,0,0,1,8.65,0,2023-W05
E10093,1,2023-02-11,1,6.11,11,12.83,9.62,0,0,0,0,0,0,0,1,9.62,0,2023-W06
E10093,1,2023-02-20,1,5.32,12,7.81,5.86,0,0,0,0,0,0,0,1,5.86,0,2023-W08
E10093,1,2023-02-27,1,6.07,17,11.64,8.73,0,0,0,0,0,0,0,1,8.73,0,2023-W09
E10093,1,2023-03-26,1,9.44,33,20.77,15.58,0,0,0,0,0,0,0,1,15.58,0,2023-W12
E10093,1,2023-03-27,1,7.25,24,10.06,7.54,0,0,0,0,0,0,0,1,7.54,0,2023-W13
E10093,1,2023-04-03,1,6.23,35,10.29,7.72,0,0,0,0,0,0,0,1,7.72,0,2023-W14
E10093,1,2023-04-10,1,9.05,37,20.52,15.39,0,0,0,0,0,0,0,1,15.39,0,2023-W15
E10093,1,2023-04-11,1,5.56,7,11.96,8.97,0,0,0,0,0,0,0,1,8.97,0,2023-W15
E10093,1,2023-04-21,1,6.49,21,12.48,9.36,2.21,0,0,0,0,0,0,1,9.36,2.21,2023-W16
E10093,2,2023-01-21,1,7.68,41,13.21,9.91,1.3,0,0,0,0,0,0,1,9.91,1.3,2023-W03
E10093,4,2023-02-22,1,2.19,40,5.24,3.93,0,0,0,0,0,0,0,1,3.93,0,2023-W08
E10094,3,2023-01-06,1,5.63,36,11.15,8.36,0,0,0,0,0,0,0,1,8.36,0,2023-W01
E10094,3,2023-01-16,1,5.79,15,10.69,8.02,0,0,0,0,0,0,0,1,8.02,0,2023-W03
E10094,3,2023-01-17,1,5.85,27,13.49,10.12,0,0,0,0,0,0,0,1,10.12,0,2023-W03
E10094,3,2023-01-20,1,3.69,23,7.65,5.74,0,0,0,0,0,0,0,1,5.74,0,2023-W03
E10094,3,2023-02-12,1,2.96,18,7.36,5.52,0,0,0,0,0,0,0,1,5.52,0,2023-W06
E10094,3,2023-02-18,1,3.41,19,6.83,5.12,1.95,0,0,0,0,0,0,1,5.12,1.95,2023-W07
E10094,3,2023-03-10,1,5.32,16,10.06,7.54,0,0,0,0,0,0,0,1,7.54,0,2023-W10
E10094,3,2023-03-29,1,7.87,35,16.25,12.19,0,0,0,0,0,0,0,1,12.19,0,2023-W13
E10094,3,2023-03-31,1,9.91,30,13.69,10.27,0,0,0,0,0,0,0,1,10.27,0,2023-W13
E10094,3,2023-04-04,1,2.1,26,3.72,2.79,0,0,0,0,0,0,0,1,2.79,0,2023-W14
E10094,3,2023-04-14,1,3.89,21,6.69,5.02,0,0,0,0,0,0,0,1,5.02,0,2023-W15
E10094,3,2023-04-22,1,6.33,25,11.21,8.41,0,0,0,0,0,0,0,1,8.41,0,2023-W16
E10094,3,2023-04-27,1,6.77,16,11.65,8.74,0,0,0,0,0,0,0,1,8.74,0,2023-W17
E10094,4,2023-02-23,1,7.94,9,15.77,11.83,0,0,0,0,0,0,0,1,11.83,0,2023-W08
E10095,1,2023-01-02,1,5.8,18,9.46,7.09,0,0,0,0,0,0,0,1,7.09,0,2023-W01
E10095,1,2023-01-08,1,9.9,41,18.94,14.2,0,0,0,0,0,0,0,1,14.2,0,2023-W01
E10095,1,2023-01-09,1,1.8,12,4.16,3.12,0,0,0,0,0,0,0,1,3.12,0,2023-W02
E10095,1,2023-01-25,1,8.61,40,18.76,14.07,0,0,0,0,0,0,0,1,14.07,0,2023-W04
E10095,1,2023-02-07,1,6.79,8,11.46,8.6,2.35,0,0,0,0,0,0,1,8.6,2.35,2023-W06
E10095,1,2023-02-14,1,8.82,10,15.84,11.88,0,0,0,0,0,0,0,1,11.88,0,2023-W07
E10095,1,2023-02-24,1,4.49,21,7.78,5.84,0.01,0,0,0,0,0,0,1,5.84,0.01,2023-W08
E10095,1,2023-02-28,1,5.33,32,8.92,6.69,0,0,0,0,0,0,0,1,6.69,0,2023-W09
