job_uuid,marketplace,datestr,acceptor_uuid,requester_uuid,begin_checkpoint.actual_location_hexagon_id9,begin_checkpoint.actual_location_latitude,begin_checkpoint.actual_location_longitude,begin_checkpoint.city_id,begin_checkpoint.ata_utc,end_checkpoint.actual_location_hexagon_id9,end_checkpoint.actual_location_latitude,end_checkpoint.actual_location_longitude,end_checkpoint.city_id,end_checkpoint.ata_utc,global_product_name,product_type_name,fulfillment_job_status
d86688b6-c5ec-4eda-bdbb-1c5e57b850aa,ridesharing,2023-04-17,E10011,R2048,89b1da78e1e4301,52.05629,4.32671,5,2023-04-17T11:15:00,89e4e6542937b08,52.08199,4.28876,5,2023-04-17T11:43:00,UberX,UberX,completed
79d0c7db-5b28-4422-a5b2-5818b5bc9047,ridesharing,2023-01-31,E10103,R2413,89efd575d4a6771,52.02981,4.33324,5,2023-01-31T18:03:00,89f9df796fc632f,52.03209,4.32889,5,2023-01-31T18:41:00,UberX,UberX,completed
c6376e30-bcb0-430b-9eda-916532d58b88,ridesharing,2023-04-05,E10056,R2494,893c5d0b73afcfc,52.36228,4.92971,1,2023-04-05T14:16:00,895ab5142294bd1,52.34417,4.84401,1,2023-04-05T14:33:00,UberBlack,UberBlack,completed
6891feb0-2455-4b24-809b-ab0ec16300b6,ridesharing,2023-04-05,E10002,R2326,89d5e069cc7392f,52.0466,4.28894,5,2023-04-05T21:31:00,8920450cb222b30,52.09683,4.30928,5,2023-04-05T21:43:00,UberX,UberX,completed
6621e410-5886-41d7-9626-bbd12b7d98a7,ridesharing,2023-02-11,E10067,R2426,89f78b8f3f2150d,52.38445,4.85802,1,2023-02-11T20:42:00,8901db89ba9575d,52.36361,4.89867,1,2023-02-11T21:06:00,UberGreen,UberGreen,completed
423d237c-0df4-4f08-90fe-b3e919881ba6,ridesharing,2023-01-08,E10081,R2038,89abea581f6e35a,52.09348,5.17036,3,2023-01-08T01:59:00,89776e98000fb20,52.10668,5.13083,3,2023-01-08T02:13:00,UberGreen,UberGreen,completed
facc748d-612b-455d-b3d2-7847764431dd,ridesharing,2023-03-18,E10128,R2542,89b6c41657611c2,51.42294,5.5059,4,2023-03-18T00:06:00,89cb1e197614bb5,51.40844,5.45345,4,2023-03-18T00:27:00,UberX,UberX,completed
f2872ded-c71e-4891-a93b-cf4576914985,ridesharing,2023-03-02,E10121,R2440,893836d8887df49,51.41018,5.4466,4,2023-03-02T04:50:00,8930557887cddf0,51.48233,5.44656,4,2023-03-02T05:21:00,UberBlack,UberBlack,completed
4d5a67c7-05a7-4d34-ba18-1c5596e02afe,ridesharing,2023-02-16,E10122,R2166,89c598c69393636,52.08621,4.24371,5,2023-02-16T02:02:00,8901093194f169e,52.07782,4.28605,5,2023-02-16T02:33:00,UberGreen,UberGreen,completed
074cade8-e9ca-404a-9d93-dca28412dd31,ridesharing,2023-02-12,E10040,R2344,8967a9d6de1d0f1,51.48353,5.44777,4,2023-02-12T21:01:00,89bb738a323009e,51.40938,5.44463,4,2023-02-12T21:33:00,UberX,UberX,completed
a85fc461-298d-48c7-b5ad-e9e72064d393,ridesharing,2023-01-03,E10121,R2085,896fcfbe34bc6c2,52.09208,4.25296,5,2023-01-03T21:08:00,895cb4b34f1a786,52.04133,4.29257,5,2023-01-03T21:23:00,UberPool,UberPool,completed
9a90d941-e2d9-4582-9f62-49f1d05f16d9,ridesharing,2023-04-27,E10019,R2204,8938993759b5400,51.95482,4.51995,2,2023-04-27T20:10:00,893c467e84b4f6e,51.94464,4.51162,2,2023-04-27T20:20:00,UberX,UberX,completed
ad6f3a20-0c56-4c8c-8edf-005fe9d3d8f6,ridesharing,2023-02-18,E10048,R2211,891386ef18a14a2,52.04451,4.29433,5,2023-02-18T09:43:00,8903fe879dc628c,52.03054,4.33034,5,2023-02-18T10:11:00,UberGreen,UberGreen,completed
4d05dcee-f4c5-4b3c-86a6-f27b63a8bb8d,ridesharing,2023-03-30,E10015,R2272,89ca77ac0eaf653,52.36518,4.92925,1,2023-03-30T17:03:00,89578733f2d153a,52.32843,4.90114,1,2023-03-30T17:42:00,UberPool,UberPool,completed
a34912ff-1afc-4244-8968-28390cde321f,ridesharing,2023-04-06,E10101,R2517,891cf5a40c9ab17,51.48174,5.44754,4,2023-04-06T22:53:00,89f96907f0efd8c,51.42223,5.50707,4,2023-04-06T23:02:00,UberX,UberX,completed
60a72e9a-a3f4-4eea-aac5-f6df1bb51ddb,ridesharing,2023-03-23,E10138,R2312,898d004de071bc1,52.046,4.29127,5,2023-03-23T09:55:00,89d096c92e84da8,52.0872,4.24428,5,2023-03-23T10:16:00,UberX,UberX,completed
c54856a8-fadb-4737-a570-03f37bcba635,ridesharing,2023-03-23,E10104,R2080,897cfad21f4a02d,51.91139,4.43317,2,2023-03-23T16:12:00,89322ab3f350c27,51.90856,4.43758,2,2023-03-23T16:41:00,UberGreen,UberGreen,completed
e9873b27-0d6d-4403-9327-8cdebaae95aa,ridesharing,2023-02-23,E10111,R2261,89403cac5b5190f,51.47824,5.45103,4,2023-02-23T18:31:00,8958b65c4758b15,51.42078,5.50652,4,2023-02-23T19:11:00,UberX,UberX,completed
d266eecc-518e-427e-a772-328056ef059c,ridesharing,2023-03-01,E10156,R2026,896dd6bd4ef37d6,52.04166,4.28979,5,2023-03-01T14:16:00,89d6f29691e9fab,52.0532,4.31989,5,2023-03-01T14:36:00,UberX,UberX,completed
b4bdf272-1ddd-4fec-9d9f-8a5d19a3fdc3,ridesharing,2023-04-14,E10103,R2586,893687233058896,52.05558,4.32101,5,2023-04-14T13:58:00,896b8429ab80abd,52.04523,4.29263,5,2023-04-14T14:39:00,UberBlack,UberBlack,completed
c61794aa-ea39-4e52-aa1a-266b7c5aa223,ridesharing,2023-04-01,E10006,R2161,891eb2da8344496,52.04195,4.29242,5,2023-04-01T17:17:00,898816e4ee559f8,52.09174,4.30988,5,2023-04-01T17:40:00,UberX,UberX,completed
dcf1cf8f-c6a0-4921-bb63-09187b93424a,ridesharing,2023-04-17,E10153,R2265,89026c81936c845,51.91165,4.43724,2,2023-04-17T21:33:00,89b4cf0fc89a507,51.89585,4.4977,2,2023-04-17T22:12:00,UberPool,UberPool,completed
f89e4d9b-7301-4666-aa0d-7d2df2dc9604,ridesharing,2023-04-16,E10035,R2265,898982b9f05b6b1,51.89488,4.4919,2,2023-04-16T19:51:00,89ddc858600594e,51.91255,4.45951,2,2023-04-16T20:15:00,UberPool,UberPool,completed
6eb46961-15d2-4d6a-a583-8d4647cdc3be,ridesharing,2023-01-31,E10034,R2284,896bcd384a7fd80,51.40503,5.45455,4,2023-01-31T16:44:00,895b80b65141de9,51.46285,5.5168,4,2023-01-31T17:17:00,UberX,UberX,completed
5cba20e2-f163-416f-89eb-6d6c4e9f229a,ridesharing,2023-01-14,E10076,R2095,8975dc0f770c09c,52.05673,5.07111,3,2023-01-14T03:06:00,897ac68a1488c1b,52.05567,5.11649,3,2023-01-14T03:25:00,UberX,UberX,completed
1f4de39f-cddf-423a-9e7c-17a99a89dbf0,ridesharing,2023-02-01,E10104,R2349,89933178e3a2c69,51.89643,4.49728,2,2023-02-01T10:27:00,89b59f35e8ea5f5,51.9573,4.5232,2,2023-02-01T10:48:00,UberGreen,UberGreen,completed
bbe941da-c2b1-4954-a540-cd7afac1ccbc,ridesharing,2023-04-08,E10068,R2493,89a10cffa6d2272,52.08339,5.15905,3,2023-04-08T06:06:00,894d9bc87b08357,52.08461,5.16738,3,2023-04-08T06:43:00,UberGreen,UberGreen,completed
62a8187a-4688-4ea6-953d-f0b87edd63b9,ridesharing,2023-01-05,E10112,R2375,89f3b8577e871c0,52.09519,4.30366,5,2023-01-05T18:12:00,89737948a154369,52.07844,4.28237,5,2023-01-05T18:53:00,UberPool,UberPool,completed
78cf0f87-3927-4d6a-9f4d-2c3fc7941ff9,ridesharing,2023-01-16,E10134,R2248,898fc0568204deb,52.09536,5.17239,3,2023-01-16T10:46:00,8981e33d133bb6f,52.08302,5.16407,3,2023-01-16T11:15:00,UberGreen,UberGreen,completed
08cb9457-5299-438c-94bd-a69f85acf350,ridesharing,2023-01-16,E10086,R2257,896cb27020ee279,52.08431,5.15948,3,2023-01-16T08:04:00,893073271315020,52.09425,5.17764,3,2023-01-16T08:21:00,UberX,UberX,completed
5c3b800b-dd14-4dd3-ae26-3a0ecf23c105,ridesharing,2023-02-19,E10074,R2298,898881f09efcf98,52.40175,4.9476,1,2023-02-19T08:39:00,8993972e48bd1da,52.36391,4.92737,1,2023-02-19T08:48:00,UberPool,UberPool,completed
95163148-36c3-4f8b-b435-5023463438e6,ridesharing,2023-01-09,E10085,R2191,89d4c7e5c7d9d88,52.02994,4.32946,5,2023-01-09T05:13:00,89f80fb3f63fe90,52.05425,4.32457,5,2023-01-09T05:23:00,UberGreen,UberGreen,completed
6e1c390f-ef6b-46ed-8f7e-6e9bc22fbd5e,ridesharing,2023-03-22,E10126,R2199,890682756fae0ff,52.09389,4.3072,5,2023-03-22T22:35:00,89a7dc3354f29f2,52.04119,4.29169,5,2023-03-22T23:09:00,UberX,UberX,completed
42a56131-7970-409f-98c4-7c7ad8a00108,ridesharing,2023-01-28,E10041,R2036,8913575ff4ac0c1,52.05824,5.07346,3,2023-01-28T23:46:00,8951a96e4d9ea0d,52.06207,5.07064,3,2023-01-28T23:56:00,UberPool,UberPool,completed
fa3015a1-67ab-402d-a946-a254cbf1b17f,ridesharing,2023-04-03,E10039,R2261,89e806ce3b5a391,52.326,4.9018,1,2023-04-03T00:11:00,89f563f9b6f012a,52.33952,4.84917,1,2023-04-03T00:52:00,UberGreen,UberGreen,completed
b49d6809-3666-4f01-9dfa-a43cc98b6324,ridesharing,2023-04-03,E10131,R2179,898781d44968138,52.36415,4.93348,1,2023-04-03T21:35:00,893e8031fe10fd3,52.35865,4.90331,1,2023-04-03T21:49:00,UberX,UberX,completed
2ec453c4-9557-4b8c-a055-b8a738e8bb2e,ridesharing,2023-02-16,E10038,R2401,89cf5d65efa5804,52.09589,4.30772,5,2023-02-16T22:04:00,897463d5f6ecba5,52.04663,4.29327,5,2023-02-16T22:21:00,UberX,UberX,completed
b8ce8c48-0b74-49ff-b209-9ad630b6f79c,ridesharing,2023-01-31,E10013,R2545,89a18127fdaf384,52.07999,5.15942,3,2023-01-31T21:02:00,89da5c2bfff3618,52.10724,5.13398,3,2023-01-31T21:30:00,UberBlack,UberBlack,completed
97421bff-67d1-4cab-8716-f20742f3b45b,ridesharing,2023-02-03,E10010,R2172,897cdae5149e65e,52.38888,4.85784,1,2023-02-03T00:08:00,895bc2605023870,52.34427,4.84519,1,2023-02-03T00:42:00,UberX,UberX,completed
3ad31232-cce5-4ed9-ab99-ea28e4764795,ridesharing,2023-02-05,E10148,R2181,895c97d7b47861a,52.36065,4.90343,1,2023-02-05T20:00:00,891fea81fa1cab6,52.36674,4.9347,1,2023-02-05T20:23:00,UberPool,UberPool,completed
08ca5175-9044-4ab3-8f98-23f3a39cf845,ridesharing,2023-01-19,E10142,R2044,8921930dd2fbbc0,52.36485,4.92792,1,2023-01-19T21:08:00,893f162dc898f8a,52.40085,4.94815,1,2023-01-19T21:18:00,UberGreen,UberGreen,completed
d86d60a7-61f2-403a-bdbe-6d42cdb6dafd,ridesharing,2023-02-07,E10121,R2325,89c26b8804785f4,52.10785,5.13091,3,2023-02-07T14:34:00,89b22ee2a972f66,52.05831,5.07321,3,2023-02-07T14:56:00,UberX,UberX,completed
b068400d-c9cf-41af-8ae6-b0c30e9a2ce4,ridesharing,2023-01-21,E10135,R2154,8964ca8b28900a9,52.0796,4.27942,5,2023-01-21T09:59:00,890d6ef5e60a55e,52.08989,4.24576,5,2023-01-21T10:06:00,UberX,UberX,completed
af36aee4-7fe2-470f-8a62-38e62cb22778,ridesharing,2023-01-08,E10075,R2185,89f777ee550ab9d,51.40593,5.45129,4,2023-01-08T08:56:00,8925e313e2c6ba7,51.42192,5.50347,4,2023-01-08T09:11:00,UberX,UberX,completed
26596944-5822-47ba-89d7-737b2f909e03,ridesharing,2023-04-01,E10016,R2087,892cf9a2a260d19,51.90911,4.46039,2,2023-04-01T05:00:00,890e8683d5166cd,51.94774,4.51482,2,2023-04-01T05:08:00,UberX,UberX,completed
354cee93-e1d5-4f26-a96f-3f2c671f69fb,ridesharing,2023-01-14,E10134,R2335,89d9e3fd3d7d920,52.10963,5.13291,3,2023-01-14T02:12:00,8922c4b2066cc66,52.05324,5.12389,3,2023-01-14T02:33:00,UberX,UberX,completed
f28b9af3-0339-4a80-b4b3-d13e1890a402,ridesharing,2023-04-10,E10010,R2233,89f23559c0d4894,51.90797,4.44136,2,2023-04-10T06:08:00,894537743a0d158,51.91222,4.43206,2,2023-04-10T06:28:00,UberX,UberX,completed
e87c253e-38a2-4fed-9a11-db417c0dac5c,ridesharing,2023-02-01,E10149,R2206,89c7fa41d890944,52.10896,5.13526,3,2023-02-01T21:22:00,89f6b99f9553ac7,52.05639,5.11751,3,2023-02-01T21:39:00,UberX,UberX,completed
177573f7-c8e0-4055-8327-892460a16481,ridesharing,2023-02-26,E10004,R2017,8955129b4922e39,51.91333,4.45785,2,2023-02-26T21:17:00,89bc9331b8ac400,51.91115,4.45848,2,2023-02-26T21:54:00,UberGreen,UberGreen,completed
20eeb2a4-f71b-4699-8e91-a90292b60c87,ridesharing,2023-01-12,E10081,R2479,89974f9b3094048,51.95821,4.5225,2,2023-01-12T23:14:00,895642e57af1822,51.91316,4.45622,2,2023-01-12T23:36:00,UberPool,UberPool,completed
28073ebe-80a0-45d5-bbe4-7f111058d1dd,ridesharing,2023-03-19,E10086,R2019,890adf2d0c9ca77,52.10855,5.13004,3,2023-03-19T15:45:00,89c2c3aed2628a1,52.05695,5.07453,3,2023-03-19T16:00:00,UberX,UberX,completed
db4ff8a3-2215-481d-93a7-992bbb49a556,ridesharing,2023-03-18,E10065,R2480,89ac290f453fded,51.40812,5.44872,4,2023-03-18T03:35:00,893e7c7e9943976,51.40462,5.45249,4,2023-03-18T03:53:00,UberX,UberX,completed
889ed776-9007-4150-94f7-cd3b70a4e534,ridesharing,2023-01-16,E10069,R2474,89945bb915628b3,51.40825,5.44696,4,2023-01-16T09:52:00,89c4f79ccca2479,51.40723,5.44483,4,2023-01-16T10:08:00,UberPool,UberPool,completed
8fd5b907-c920-4dd5-9abf-aff1ce092672,ridesharing,2023-03-24,E10113,R2235,895f0732534eacb,52.38761,4.85926,1,2023-03-24T21:32:00,8923c089c055d13,52.34003,4.84626,1,2023-03-24T21:48:00,UberX,UberX,completed
5b2922ad-6518-4737-994a-13a03250ce89,ridesharing,2023-04-17,E10156,R2284,895dcf74f960dfd,52.09098,4.31294,5,2023-04-17T10:44:00,89f720bed7d6e09,52.09258,4.30901,5,2023-04-17T11:25:00,UberX,UberX,completed
b92e5843-ffe5-4faf-93ff-3f3834b13b52,ridesharing,2023-02-04,E10115,R2025,89ad90202055ccd,52.05508,5.11412,3,2023-02-04T02:45:00,89ce0ce58a49d2a,52.10651,5.13642,3,2023-02-04T03:06:00,UberX,UberX,completed
40f3c250-9004-4c90-8d48-c31e6760042d,ridesharing,2023-02-21,E10127,R2000,891d8633483d8e0,52.11057,5.13016,3,2023-02-21T20:56:00,8996d68c5b5598e,52.09255,5.17528,3,2023-02-21T21:14:00,UberX,UberX,completed
cac4ce09-b7a7-4038-916e-e372032ce3de,ridesharing,2023-04-18,E10030,R2208,8971878539b93e8,51.46381,5.5226,4,2023-04-18T20:43:00,894dec487ca1b41,51.41954,5.50373,4,2023-04-18T21:17:00,UberGreen,UberGreen,completed
a40926ff-012c-441d-be94-85a4ca276462,ridesharing,2023-04-13,E10046,R2391,897d1713f08970f,52.08308,5.15946,3,2023-04-13T20:06:00,8969ad729475421,52.11068,5.13135,3,2023-04-13T20:16:00,UberGreen,UberGreen,completed
dcc9bc52-c83b-4076-b230-7c0e2ec86284,ridesharing,2023-01-16,E10010,R2335,89f904cab923032,52.40281,4.9476,1,2023-01-16T02:15:00,89a1d48631e019b,52.34116,4.85086,1,2023-01-16T02:56:00,UberX,UberX,completed
aefc8c2a-6900-4c0c-af83-bb7b65333c2b,ridesharing,2023-02-17,E10127,R2393,891d717b8262cd4,52.06197,5.07192,3,2023-02-17T10:32:00,898f2675136f8f4,52.06247,5.07003,3,2023-02-17T10:41:00,UberX,UberX,completed
b1df0c45-7213-419a-bec1-ddf42fb66b14,ridesharing,2023-03-08,E10110,R2077,891c69e77705be0,51.42117,5.50176,4,2023-03-08T15:34:00,890280576e06db8,51.48126,5.44696,4,2023-03-08T16:00:00,UberGreen,UberGreen,completed
f16564c1-9da6-4331-b796-f5eaa25d5d07,ridesharing,2023-04-13,E10111,R2250,8924cddf4e3c385,51.4667,5.51601,4,2023-04-13T09:21:00,898911f58f061f5,51.40388,5.45287,4,2023-04-13T09:57:00,UberX,UberX,completed
71e005f5-d46f-4c7f-b2ee-da7761dcaea1,ridesharing,2023-01-24,E10144,R2421,890bb630b25e00f,52.09216,5.17158,3,2023-01-24T01:21:00,896f1fa6ebe87f8,52.05238,5.11499,3,2023-01-24T01:39:00,UberGreen,UberGreen,completed
a7c07de8-b5ff-472c-b532-3c5a88b7a9b6,ridesharing,2023-01-22,E10112,R2148,89aff8cd9c0098e,52.05153,4.32438,5,2023-01-22T13:51:00,89974a8587c76e1,52.09159,4.30737,5,2023-01-22T14:06:00,UberX,UberX,completed
c08c950c-7894-4433-8e5f-71b2cde44e08,ridesharing,2023-01-25,E10033,R2090,89af496517ffa49,51.91152,4.43745,2,2023-01-25T21:17:00,897c4b72b90dd86,51.88696,4.42886,2,2023-01-25T21:58:00,UberX,UberX,completed
1df351c0-8c05-4a9e-afbe-0e150abed3cb,ridesharing,2023-04-25,E10032,R2057,891932bdc6ad38b,52.07922,4.28836,5,2023-04-25T18:44:00,89f2e0815d3c018,52.05183,4.32666,5,2023-04-25T19:24:00,UberBlack,UberBlack,completed
f157383f-88e5-4305-915a-63fe7f210ee4,ridesharing,2023-02-26,E10007,R2044,891cbbfbbba9ec1,51.91014,4.4526,2,2023-02-26T20:54:00,890feb8abb15a0e,51.8869,4.42905,2,2023-02-26T21:06:00,UberX,UberX,completed
c5c04e97-1b93-4743-b77e-ab68a2b9620c,ridesharing,2023-01-21,E10093,R2025,89e2730de86c2e8,51.89496,4.49807,2,2023-01-21T01:42:00,897a6438406f1a6,51.95819,4.51801,2,2023-01-21T02:23:00,UberX,UberX,completed
02b8204f-6433-41cf-8450-af0ddbfe3d79,ridesharing,2023-02-22,E10050,R2511,89dce8c0496e561,51.88638,4.42866,2,2023-02-22T03:43:00,89d43b9be3ce138,51.9546,4.51915,2,2023-02-22T03:52:00,UberPool,UberPool,completed
d7416e40-5ed6-4124-ac90-3fe12196498d,ridesharing,2023-04-20,E10145,R2451,8992cd8acf2058f,52.40554,4.94274,1,2023-04-20T00:43:00,89e7020b1768455,52.40224,4.94587,1,2023-04-20T01:07:00,UberX,UberX,completed
236b3574-f627-4d84-9faf-9758e1620aaf,ridesharing,2023-01-16,E10030,R2426,89e505d899a61f5,52.05915,5.07486,3,2023-01-16T17:16:00,899348854a2158b,52.10877,5.13637,3,2023-01-16T17:31:00,UberGreen,UberGreen,completed
764334c2-f362-4e3f-961e-5f676d12ad28,ridesharing,2023-01-29,E10064,R2339,891679916ee26b3,52.34335,4.85007,1,2023-01-29T16:21:00,896f19cd694b296,52.36429,4.931,1,2023-01-29T16:38:00,UberGreen,UberGreen,completed
b4fbf5aa-a903-4f39-adab-6ba41d37555c,ridesharing,2023-03-07,E10132,R2359,89a0b488b0ed912,51.88587,4.43617,2,2023-03-07T15:40:00,89593a92382dfec,51.95628,4.51679,2,2023-03-07T16:19:00,UberX,UberX,completed
1752e738-aeb4-4a55-afe8-bc429072fd71,ridesharing,2023-04-15,E10110,R2392,899082fb223a666,51.40941,5.45568,4,2023-04-15T19:14:00,896de35181a6a95,51.40534,5.44134,4,2023-04-15T19:47:00,UberPool,UberPool,completed
711b5b74-0b2a-40a7-82f7-24c7e3966d32,ridesharing,2023-01-01,E10090,R2096,8962406c169c065,51.40934,5.44493,4,2023-01-01T13:52:00,895efeba62a45f1,51.48058,5.45176,4,2023-01-01T14:32:00,UberX,UberX,completed
e3900260-a94c-4f8e-9386-cb377b183c08,ridesharing,2023-01-16,E10002,R2153,891a21199b89ca9,52.09227,4.30721,5,2023-01-16T20:20:00,893d25269851a81,52.04324,4.28858,5,2023-01-16T21:00:00,UberX,UberX,completed
21b308df-d294-4a38-ba4e-0bfa9fdcc259,ridesharing,2023-01-31,E10097,R2413,8904c36df8db841,51.40841,5.44449,4,2023-01-31T02:40:00,89658dfa63e9ed4,51.40557,5.44741,4,2023-01-31T03:16:00,UberGreen,UberGreen,completed
d88f0022-e66c-464d-b019-ca08cc296129,ridesharing,2023-03-11,E10159,R2501,8923d1c55298cfc,51.94485,4.5125,2,2023-03-11T09:09:00,89a1d3aed3477c2,51.90768,4.43585,2,2023-03-11T09:43:00,UberPool,UberPool,completed
9a349892-0bdd-4ba4-bc8c-6c53a2b92c9a,ridesharing,2023-01-26,E10002,R2516,89485175ebd97d1,52.10545,5.1336,3,2023-01-26T15:39:00,89c4e81c777041f,52.11044,5.13396,3,2023-01-26T16:16:00,UberPool,UberPool,completed
df67bc1f-da07-47f8-8f24-3ff4baba5201,ridesharing,2023-01-27,E10105,R2349,89ef5ff7f1846c3,52.0855,5.16425,3,2023-01-27T11:48:00,8902741410f6ca8,52.10763,5.13791,3,2023-01-27T12:01:00,UberBlack,UberBlack,completed
d6b88410-2d9b-42c1-afa5-c032bc9e0913,ridesharing,2023-03-18,E10063,R2461,89530b433d0cbfe,52.02959,4.3309,5,2023-03-18T17:54:00,89eac61f270d8f4,52.08726,4.25223,5,2023-03-18T18:25:00,UberX,UberX,completed
7a11e74b-4961-49cb-912d-69c6985d75b2,ridesharing,2023-04-22,E10007,R2163,893357965ee2563,51.90943,4.43561,2,2023-04-22T06:38:00,89e3c56be16b1fc,51.89677,4.48907,2,2023-04-22T06:52:00,UberBlack,UberBlack,completed
9919e5ef-d003-445c-9cde-f2d8072814a2,ridesharing,2023-02-19,E10112,R2395,8953272663a82d8,52.08838,4.24545,5,2023-02-19T13:24:00,895441a89c9f12a,52.04576,4.29399,5,2023-02-19T13:53:00,UberX,UberX,completed
86422617-80ac-4f8b-b38c-c82d14e9f3a7,ridesharing,2023-03-08,E10042,R2321,89e8ffde02aa660,51.94597,4.51375,2,2023-03-08T08:05:00,8912d048a6710fd,51.91267,4.45453,2,2023-03-08T08:23:00,UberX,UberX,completed
cb3279dc-615b-4a5b-9a7a-ec3661b974e4,ridesharing,2023-04-03,E10081,R2360,8915c59d7649ce2,52.10718,5.13198,3,2023-04-03T00:53:00,89af6ed08abd039,52.05289,5.12024,3,2023-04-03T01:12:00,UberX,UberX,completed
2f1ead28-1ac6-41bc-a1a5-00839bfa45d3,ridesharing,2023-04-30,E10084,R2377,8908dd3624dddce,51.47786,5.4461,4,2023-04-30T17:09:00,89eb2a958d18086,51.4638,5.51599,4,2023-04-30T17:23:00,UberPool,UberPool,completed
3c136be3-1ba2-4811-b578-dc1922e7708c,ridesharing,2023-03-06,E10132,R2468,89f1c43689924b6,51.90746,4.43867,2,2023-03-06T20:59:00,89e266f6ff9565c,51.88581,4.43068,2,2023-03-06T21:21:00,UberX,UberX,completed
cf60489e-74af-435b-9073-5ba992cb67d7,ridesharing,2023-03-09,E10110,R2023,89379bf891ad248,51.40854,5.45319,4,2023-03-09T23:24:00,89fe1e64ce0b467,51.48019,5.44729,4,2023-03-09T23:54:00,UberGreen,UberGreen,completed
0a25bbeb-c040-4763-b5af-176f6ccd1d71,ridesharing,2023-01-15,E10013,R2465,894e2f72d846d43,52.09508,5.17524,3,2023-01-15T18:38:00,89ec23a4e79b977,52.05708,5.06721,3,2023-01-15T19:16:00,UberX,UberX,completed
897b320a-9a48-481f-8759-76537ef194ee,ridesharing,2023-04-23,E10004,R2477,897f7b906d2d526,52.09082,4.24681,5,2023-04-23T19:59:00,8954504d03c0dd5,52.03302,4.3289,5,2023-04-23T20:33:00,UberPool,UberPool,completed
133b3e77-6fb7-42e2-9ba9-dc68943e83f1,ridesharing,2023-02-03,E10066,R2324,89e7aa00e7c86bb,52.09771,5.17331,3,2023-02-03T12:29:00,89f388d8cb08d76,52.06085,5.06723,3,2023-02-03T12:41:00,UberX,UberX,completed
c3803094-3c5d-4c93-8367-d66e0efbdad5,ridesharing,2023-02-12,E10143,R2240,89dfa59e04f436e,52.04642,4.29071,5,2023-02-12T07:34:00,89b706fdefce03b,52.09312,4.31181,5,2023-02-12T07:48:00,UberPool,UberPool,completed
6ed5ad55-7b80-4077-8b9f-a857ceedf6da,ridesharing,2023-02-24,E10037,R2127,895c6817779f304,52.08887,4.24704,5,2023-02-24T19:07:00,899ff176808ea30,52.05231,4.32352,5,2023-02-24T19:46:00,UberPool,UberPool,completed
932f1c0a-8036-43f2-9339-99f1d0f662bb,ridesharing,2023-03-21,E10072,R2596,89c76cd8b60c504,51.91039,4.45359,2,2023-03-21T02:12:00,892a7bdce128ae5,51.95687,4.52196,2,2023-03-21T02:36:00,UberX,UberX,completed
55a8bfec-4b9e-4b0d-9dd1-d3322ecb10eb,ridesharing,2023-03-27,E10052,R2406,892a025eedf9d66,51.88826,4.42805,2,2023-03-27T01:59:00,89cac20cf100552,51.89473,4.49041,2,2023-03-27T02:31:00,UberPool,UberPool,completed
b1b59603-e32f-4787-8c84-7bf48c2afc7c,ridesharing,2023-03-01,E10071,R2168,89415454ecbd17a,51.47899,5.45088,4,2023-03-01T14:44:00,89dd1d8c7148262,51.48292,5.45436,4,2023-03-01T15:13:00,UberX,UberX,completed
1077f5f7-3908-4c82-ba84-b93954bd2748,ridesharing,2023-01-31,E10102,R2314,89d0d41d7a34fd2,52.36381,4.93511,1,2023-01-31T19:27:00,89fc2b7ae0950a0,52.3428,4.84611,1,2023-01-31T19:59:00,UberBlack,UberBlack,completed
b0b55c34-ac23-4aea-9808-122987689520,ridesharing,2023-03-13,E10027,R2067,895d90c54cd310a,52.40106,4.95003,1,2023-03-13T10:41:00,89c88b176866029,52.35865,4.89942,1,2023-03-13T10:57:00,UberPool,UberPool,completed
f09ff24e-0f8d-4d27-9f5b-015f1c34a1d3,ridesharing,2023-04-04,E10080,R2579,89f283a5761c3c1,51.89989,4.4894,2,2023-04-04T07:19:00,890d2c8bbebe799,51.91125,4.45157,2,2023-04-04T07:27:00,UberGreen,UberGreen,completed
6114767a-d122-410d-9087-22e4878365c7,ridesharing,2023-03-16,E10134,R2020,89ecb9eb8ae15d2,52.05754,5.12068,3,2023-03-16T02:26:00,899909e5520772b,52.06038,5.06746,3,2023-03-16T03:06:00,UberX,UberX,completed
435bd8ca-a708-460a-88e9-e8facf7f6f80,ridesharing,2023-04-20,E10065,R2057,894b1da0596e5c7,51.467,5.51725,4,2023-04-20T08:18:00,8980baf56284121,51.42074,5.50228,4,2023-04-20T08:51:00,UberBlack,UberBlack,completed
ed9ff7e8-76a9-4116-b23f-a119bfd87618,ridesharing,2023-04-04,E10007,R2061,892fff5c8e7de4e,51.89776,4.48948,2,2023-04-04T14:36:00,89632392c0daf9c,51.8948,4.48939,2,2023-04-04T15:04:00,UberGreen,UberGreen,completed
bfe544f6-5daf-4083-9ac0-23755ab05cab,ridesharing,2023-03-18,E10002,R2207,89be0286fc79778,52.05505,4.32489,5,2023-03-18T20:00:00,89307d0083421dd,52.0466,4.29208,5,2023-03-18T20:34:00,UberX,UberX,completed
4c995ac0-5aa2-4352-a688-a3ce15cc9313,ridesharing,2023-04-19,E10025,R2039,89376e3a2ad15a3,51.42327,5.50227,4,2023-04-19T10:39:00,897f6f938b4fa69,51.42111,5.50248,4,2023-04-19T11:15:00,UberPool,UberPool,completed
