msg.city_id,msg.map_id,msg.currency_code,msg.earnings_heatmap_type,msg.predictions.hexagon_id_9,msg.predictions.predicted_eph,msg.predictions.predicted_std,msg.predictions.in_final_heatmap
2,map-2,EUR,supply_demand,892e52098de5c23,15.4,1.91,TRUE
2,map-2,EUR,supply_demand,892ed3c0d5677aa,25.77,1.67,TRUE
2,map-2,EUR,supply_demand,892ed74ebc01e41,11.28,4.6,TRUE
2,map-2,EUR,supply_demand,892edf8597f4981,17.12,3.81,TRUE
2,map-2,EUR,supply_demand,892ee0fe5ac7055,21.2,4.63,TRUE
2,map-2,EUR,supply_demand,892f6b7b26f812e,18.32,3.08,TRUE
2,map-2,EUR,supply_demand,892fb12f4129e57,19.6,3.7,TRUE
2,map-2,EUR,supply_demand,892fbdac9523d1f,20.38,3.45,TRUE
2,map-2,EUR,supply_demand,892fff5c8e7de4e,21.05,5.11,TRUE
2,map-2,EUR,supply_demand,8930a934f678f4e,21.18,4.83,TRUE
2,map-2,EUR,supply_demand,89313ebc036aae9,25.45,1.71,TRUE
2,map-2,EUR,supply_demand,89314466637f860,18.26,3.07,TRUE
2,map-2,EUR,supply_demand,893196e41cc9abb,11.38,2.84,TRUE
2,map-2,EUR,supply_demand,8931a2cb032d519,17.03,4.54,TRUE
2,map-2,EUR,supply_demand,8931fa68730507c,25.65,5.28,TRUE
2,map-2,EUR,supply_demand,89320e6ff14c88f,19.01,3.44,TRUE
2,map-2,EUR,supply_demand,893213b360ae369,8.73,5.31,TRUE
2,map-2,EUR,supply_demand,893214498145176,22.41,4.14,TRUE
2,map-2,EUR,supply_demand,8932bb7264168be,23.8,3.45,TRUE
2,map-2,EUR,supply_demand,893314a3851ee73,25.61,3.43,TRUE
2,map-2,EUR,supply_demand,893357965ee2563,19.44,3.54,TRUE
2,map-2,EUR,supply_demand,89336926b988dec,27.25,4.38,TRUE
2,map-2,EUR,supply_demand,89338f3edb05775,18.54,4.52,TRUE
2,map-2,EUR,supply_demand,8933974da58fb6d,16.27,2.04,TRUE
2,map-2,EUR,supply_demand,8933b514b77a5e1,23,3.27,TRUE
2,map-2,EUR,supply_demand,8933bd5c316383c,21.46,5.19,TRUE
2,map-2,EUR,supply_demand,89343a936c66258,19.13,3.83,TRUE
2,map-2,EUR,supply_demand,89349148a9f7bf1,24.26,4.88,TRUE
2,map-2,EUR,supply_demand,8934b6376ff9434,19.2,4.35,TRUE
2,map-2,EUR,supply_demand,893533e96f937fa,21.26,1.47,TRUE
2,map-2,EUR,supply_demand,89356bdc3dcebaf,16.53,4.01,TRUE
2,map-2,EUR,supply_demand,89361ecc20af675,20.49,1.7,TRUE
2,map-2,EUR,supply_demand,8936bf004ab1f46,18.76,4.47,TRUE
2,map-2,EUR,supply_demand,893745ff1f91f24,22.42,3.01,TRUE
2,map-2,EUR,supply_demand,89374854c8558ca,27.01,1.59,TRUE
2,map-2,EUR,supply_demand,8937596f3487b2c,19.45,3.27,TRUE
2,map-2,EUR,supply_demand,893768c24f2602e,17.9,2.32,TRUE
2,map-2,EUR,supply_demand,89378e6b3b7b50d,18.27,3.38,TRUE
2,map-2,EUR,supply_demand,8937c04798ed275,17.28,4.38,TRUE
2,map-2,EUR,supply_demand,8937e4988ddd791,17.88,5.5,TRUE
2,map-2,EUR,supply_demand,893805b26a0eb13,28.39,4.69,TRUE
2,map-2,EUR,supply_demand,89383e49e8663fc,17.93,3.06,TRUE
2,map-2,EUR,supply_demand,893869d7c37bc97,18.65,4.57,TRUE
2,map-2,EUR,supply_demand,89387fc9b2053e1,13.78,4.67,TRUE
2,map-2,EUR,supply_demand,8938993759b5400,24.72,2.76,TRUE
2,map-2,EUR,supply_demand,8938a41a709b68c,24.84,1.49,TRUE
2,map-2,EUR,supply_demand,8938b12315bed86,23.64,4.29,TRUE
2,map-2,EUR,supply_demand,8938feedd957dfe,16.13,4.89,TRUE
2,map-2,EUR,supply_demand,893911a31438ea8,23.19,2.07,TRUE
2,map-2,EUR,supply_demand,893960761733739,21.35,2.1,TRUE
2,map-2,EUR,supply_demand,893960c157d6eb3,25.73,4.71,TRUE
2,map-2,EUR,supply_demand,8939e8e6904fa8b,20.02,4.14,TRUE
2,map-2,EUR,supply_demand,893a24bdde1155e,20.21,2.45,TRUE
2,map-2,EUR,supply_demand,893a9ddc96bfdbf,15.44,4.5,TRUE
2,map-2,EUR,supply_demand,893abe90e8cf957,19.86,4.37,TRUE
2,map-2,EUR,supply_demand,893ac9825151842,17.07,1.62,TRUE
2,map-2,EUR,supply_demand,893b7195efa2e53,21.62,3.38,TRUE
2,map-2,EUR,supply_demand,893bc46a9d147ee,17.85,5.32,TRUE
2,map-2,EUR,supply_demand,893c0f519e3f4ca,21.28,4.44,TRUE
2,map-2,EUR,supply_demand,893c0ff5e9fcc04,17.82,4.78,TRUE
2,map-2,EUR,supply_demand,893c1f9f3c45fcc,17.6,3.91,TRUE
2,map-2,EUR,supply_demand,893c32c6e3fa3c4,20.7,2.32,TRUE
2,map-2,EUR,supply_demand,893c42c6a03dff4,18.24,2.06,TRUE
2,map-2,EUR,supply_demand,893c881b3dddb76,20.22,3.91,TRUE
2,map-2,EUR,supply_demand,893c925470264b6,20.61,3.6,TRUE
2,map-2,EUR,supply_demand,893cb08bf48fe97,29.43,4.26,TRUE
2,map-2,EUR,supply_demand,893cb23c8cfc0a2,17.8,2.92,TRUE
2,map-2,EUR,supply_demand,893d57c24c39976,25.89,4.91,TRUE
2,map-2,EUR,supply_demand,893de402e9af1df,19.28,2.16,TRUE
2,map-2,EUR,supply_demand,893deaac9024a63,22.25,4.25,TRUE
2,map-2,EUR,supply_demand,893df33514aa690,26.57,3.55,TRUE
2,map-2,EUR,supply_demand,893e45af86394ed,10.4,3.2,TRUE
2,map-2,EUR,supply_demand,893e503b0a061d0,21.08,2.92,TRUE
2,map-2,EUR,supply_demand,893ee48ff7f15b2,17.92,2.58,TRUE
2,map-2,EUR,supply_demand,893f01d3d59423e,24.51,3.77,TRUE
2,map-2,EUR,supply_demand,894083b8e1923ee,15.16,3.39,TRUE
2,map-2,EUR,supply_demand,89417d6d5732067,18.03,1.46,TRUE
2,map-2,EUR,supply_demand,8941a9d165ebd62,16.33,4.1,TRUE
2,map-2,EUR,supply_demand,8941e92d9327eb4,33.2,4.99,TRUE
2,map-2,EUR,supply_demand,89421d458e5d69e,21,5.35,TRUE
2,map-2,EUR,supply_demand,89424e52eddcff4,17.86,3.22,TRUE
2,map-2,EUR,supply_demand,8942603880f106b,19.37,2.24,TRUE
2,map-2,EUR,supply_demand,89426d1d50f465b,25.11,3.54,TRUE
2,map-2,EUR,supply_demand,8942dd4bc370b1b,25.61,1.74,TRUE
2,map-2,EUR,supply_demand,8942eb7cec40e23,27.22,3.39,TRUE
2,map-2,EUR,supply_demand,8942ffad3b00195,17.49,1.62,TRUE
2,map-2,EUR,supply_demand,8943a77a6f90038,14.08,3.06,TRUE
2,map-2,EUR,supply_demand,8943bfe7ca22879,21.69,4.01,TRUE
2,map-2,EUR,supply_demand,89449266bceacf7,14.82,1.97,TRUE
2,map-2,EUR,supply_demand,8944e5811bbefe7,24.47,2.76,TRUE
2,map-2,EUR,supply_demand,894502b2699ebd2,20.69,3.22,TRUE
2,map-2,EUR,supply_demand,8945494f4317fb6,25.37,2.17,TRUE
2,map-2,EUR,supply_demand,89454b855ab6f7f,21.16,2.93,TRUE
2,map-2,EUR,supply_demand,89457d682c55792,21.23,5.24,TRUE
2,map-2,EUR,supply_demand,89461499a75107c,14.76,3.88,TRUE
2,map-2,EUR,supply_demand,89462bed3405f56,23.76,4.33,TRUE
2,map-2,EUR,supply_demand,89464ee3369c92c,23.62,5.07,TRUE
2,map-2,EUR,supply_demand,89465093d70dd36,18.87,3.86,TRUE
2,map-2,EUR,supply_demand,8946516847095da,11.98,3.98,TRUE
2,map-2,EUR,supply_demand,894667ab166334c,22.51,5.09,TRUE
2,map-2,EUR,supply_demand,894685a251d6e1e,14.53,2.03,TRUE
2,map-2,EUR,supply_demand,8946949d3c5948d,14.59,2.98,TRUE
2,map-2,EUR,supply_demand,8946b9a46d983a3,19.36,3.31,TRUE
2,map-2,EUR,supply_demand,8946cdd3853d9f6,23.38,5.48,TRUE
2,map-2,EUR,supply_demand,894750370d6ddb7,16.19,5.47,TRUE
2,map-2,EUR,supply_demand,89476010271065d,22.81,5.18,TRUE
2,map-2,EUR,supply_demand,894767c2356f547,16.54,2.53,TRUE
2,map-2,EUR,supply_demand,8947cffabf8f18a,20.81,2.62,TRUE
2,map-2,EUR,supply_demand,894811d099eb3c3,22.42,2.82,TRUE
2,map-2,EUR,supply_demand,8948401b8791084,28.26,3.58,TRUE
2,map-2,EUR,supply_demand,89487b0ccce2b01,22.55,2.81,TRUE
2,map-2,EUR,supply_demand,8948ad44b4e99c6,25.2,2.98,TRUE
2,map-2,EUR,supply_demand,8948b91e92d9058,12.9,5.21,TRUE
2,map-2,EUR,supply_demand,8948f083a622881,20.3,4.45,TRUE
2,map-2,EUR,supply_demand,89491214cd18d84,12.84,2.61,TRUE
2,map-2,EUR,supply_demand,894983a8f520dd0,21.96,1.97,TRUE
2,map-2,EUR,supply_demand,8949969017f78a5,16.02,4.9,TRUE
2,map-2,EUR,supply_demand,8949a2433916474,11.44,4.65,TRUE
2,map-2,EUR,supply_demand,894a01cf2f2b1bb,20.85,5.05,TRUE
2,map-2,EUR,supply_demand,894a05dec2b2ed0,23.04,3.41,TRUE
2,map-2,EUR,supply_demand,894a4a209895cc5,17.11,2.39,TRUE
2,map-2,EUR,supply_demand,894a5664b8aee5d,24.83,3.54,TRUE
2,map-2,EUR,supply_demand,894b028131d5677,18.08,1.84,TRUE
2,map-2,EUR,supply_demand,894b2c25d8c653c,27.58,2.57,TRUE
2,map-2,EUR,supply_demand,894b845053d2beb,21.14,4.34,TRUE
2,map-2,EUR,supply_demand,894bb6d74cdfd7d,8.14,1.87,TRUE
2,map-2,EUR,supply_demand,894bc9ecdf316cc,19.62,4.55,TRUE
2,map-2,EUR,supply_demand,894bd27ce3529d8,8.38,3.06,TRUE
2,map-2,EUR,supply_demand,894c05db2bfb874,16.04,3.41,TRUE
2,map-2,EUR,supply_demand,894c07739d80829,27.45,4.42,TRUE
2,map-2,EUR,supply_demand,894c5a87c46c8a9,21.55,4.82,TRUE
2,map-2,EUR,supply_demand,894c66dfb2c98f4,18.55,4.38,TRUE
2,map-2,EUR,supply_demand,894cd3964e12fc8,21.45,4.4,TRUE
2,map-2,EUR,supply_demand,894d061840d0cee,15.91,1.35,TRUE
2,map-2,EUR,supply_demand,894d3f6704ccfa4,25.26,2.28,TRUE
2,map-2,EUR,supply_demand,894d5c18ccc543b,22.79,4.48,TRUE
2,map-2,EUR,supply_demand,894d70a65f731d1,26.27,2.49,TRUE
2,map-2,EUR,supply_demand,894da770ce2dd94,26.84,2.48,TRUE
2,map-2,EUR,supply_demand,894de339c4a3684,24.15,5.18,TRUE
2,map-2,EUR,supply_demand,894e960d5642eb4,13.61,5.25,TRUE
2,map-2,EUR,supply_demand,894ea01c276e5a9,22.32,4.7,TRUE
2,map-2,EUR,supply_demand,894ee700ae6ca6e,30.53,4.19,TRUE
2,map-2,EUR,supply_demand,894ee780842113e,23.49,4.93,TRUE
2,map-2,EUR,supply_demand,894f0ea8b404125,20.15,4.72,TRUE
2,map-2,EUR,supply_demand,89501329519a411,19.7,5.48,TRUE
2,map-2,EUR,supply_demand,8950143039d259d,20.09,1.84,TRUE
2,map-2,EUR,supply_demand,8950819d9130f34,17.64,1.47,TRUE
2,map-2,EUR,supply_demand,8950926b52eb31f,18.01,3.24,TRUE
2,map-2,EUR,supply_demand,8950bc927c20887,18.48,1.39,TRUE
2,map-2,EUR,supply_demand,8950dbb7097c6b6,15.1,2.61,TRUE
2,map-2,EUR,supply_demand,8950f504f5dbe4b,18.35,2.45,TRUE
2,map-2,EUR,supply_demand,895105fae1ff788,26.45,1.91,TRUE
2,map-2,EUR,supply_demand,89514b426c4ded3,20.92,5.14,TRUE
2,map-2,EUR,supply_demand,89515c1c2ee6258,21.15,2.33,TRUE
2,map-2,EUR,supply_demand,895170937f66479,26.68,3.83,TRUE
2,map-2,EUR,supply_demand,895181c90bd56b8,21.28,4.29,TRUE
2,map-2,EUR,supply_demand,895198660cf770d,30.73,4.57,TRUE
2,map-2,EUR,supply_demand,8951c475191f9ab,18.21,3.38,TRUE
2,map-2,EUR,supply_demand,89520d610626877,17.8,4.06,TRUE
2,map-2,EUR,supply_demand,895244e4e0edc30,23.48,2.15,TRUE
2,map-2,EUR,supply_demand,895306f2bf561df,20.48,4.44,TRUE
2,map-2,EUR,supply_demand,895316b6983cfd9,24.37,2.55,TRUE
2,map-2,EUR,supply_demand,8953676d1440d43,20.69,4.03,TRUE
2,map-2,EUR,supply_demand,8953c2fe65597fe,22.02,1.42,TRUE
2,map-2,EUR,supply_demand,895401e906056f7,28.06,3.53,TRUE
2,map-2,EUR,supply_demand,8954b6ebb33ef41,18.29,2.45,TRUE
2,map-2,EUR,supply_demand,8955129b4922e39,20.39,3.69,TRUE
2,map-2,EUR,supply_demand,89560a7865ec1a3,15.58,5.36,TRUE
2,map-2,EUR,supply_demand,895687694e15ca4,34.85,1.75,TRUE
2,map-2,EUR,supply_demand,8956c3e84fb3251,18.94,4.67,TRUE
2,map-2,EUR,supply_demand,895709832ba690a,18.68,2.18,TRUE
2,map-2,EUR,supply_demand,89572056d56d8b0,24.85,2.77,TRUE
2,map-2,EUR,supply_demand,89576a2487c30b1,13.95,2.76,TRUE
2,map-2,EUR,supply_demand,895770ff6cfccc5,23.57,2.1,TRUE
2,map-2,EUR,supply_demand,8957b0f253b0a68,26.95,1.98,TRUE
2,map-2,EUR,supply_demand,8957bc5ad535971,22.75,5.4,TRUE
2,map-2,EUR,supply_demand,8957f73b8fa3289,20.74,1.78,TRUE
2,map-2,EUR,supply_demand,8957f94cd1961b4,17.55,2.85,TRUE
2,map-2,EUR,supply_demand,895863634358052,35,3.88,TRUE
2,map-2,EUR,supply_demand,89586fe812bae76,20.15,2.39,TRUE
2,map-2,EUR,supply_demand,895893caf9b78f4,12.66,5.44,TRUE
2,map-2,EUR,supply_demand,8958a339b833664,18.02,3.33,TRUE
2,map-2,EUR,supply_demand,8958e4e5995a0ed,22.76,3.24,TRUE
2,map-2,EUR,supply_demand,8959006d7fa476e,26.32,2.86,TRUE
2,map-2,EUR,supply_demand,895913e3ab668ff,32.9,2.75,TRUE
2,map-2,EUR,supply_demand,895945782dcbaf8,27.25,2.21,TRUE
2,map-2,EUR,supply_demand,895969581904abb,20.15,1.58,TRUE
2,map-2,EUR,supply_demand,895991b262df508,20.66,2.31,TRUE
2,map-2,EUR,supply_demand,8959e4dc3f25642,19.07,3.42,TRUE
2,map-2,EUR,supply_demand,895a1fa034ae50d,19.41,1.78,TRUE
2,map-2,EUR,supply_demand,895ae128c2eccf1,17.45,4.64,TRUE
2,map-2,EUR,supply_demand,895b12cac03c8e8,17.13,2.47,TRUE
2,map-2,EUR,supply_demand,895b1387421245f,17.96,2.46,TRUE
2,map-2,EUR,supply_demand,895bcf38801ab19,22.76,4.34,TRUE
2,map-2,EUR,supply_demand,895cb9774eab984,8.73,4.18,TRUE
2,map-2,EUR,supply_demand,895cfe46785a7a7,14.51,2.22,TRUE
2,map-2,EUR,supply_demand,895d8a65e050333,11.03,3.62,TRUE
2,map-2,EUR,supply_demand,895daa7b3a59b01,19.57,3.05,TRUE
2,map-2,EUR,supply_demand,895e2c6c108ea1b,17.14,3.89,TRUE
2,map-2,EUR,supply_demand,895e83fec0cfff4,23.6,2.36,TRUE
2,map-2,EUR,supply_demand,895ea333f1b553a,18.36,1.94,TRUE
2,map-2,EUR,supply_demand,895eb4721ff3f1c,21.06,4.16,TRUE
2,map-2,EUR,supply_demand,895f13e4c87524f,23.76,2.51,TRUE
2,map-2,EUR,supply_demand,895ff7059097827,24.14,3.13,TRUE
2,map-2,EUR,supply_demand,89601a93d6c95f9,15.06,2.97,TRUE
2,map-2,EUR,supply_demand,89602be8f672250,15.48,1.62,TRUE
2,map-2,EUR,supply_demand,89603cc0519668d,13.94,3.63,TRUE
2,map-2,EUR,supply_demand,8960712df902bf2,26.74,2.54,TRUE
2,map-2,EUR,supply_demand,8960a81a3bb7baa,30.76,1.74,TRUE
2,map-2,EUR,supply_demand,8960cfd02219a58,15.53,4.45,TRUE
2,map-2,EUR,supply_demand,8960d5bf2589a59,27.55,3.12,TRUE
2,map-2,EUR,supply_demand,8960febe18c59cb,19.93,2.09,TRUE
2,map-2,EUR,supply_demand,89610dc5486fd6e,16.6,1.59,TRUE
2,map-2,EUR,supply_demand,8961288a4a7a36f,24.95,4.93,TRUE
2,map-2,EUR,supply_demand,8961a2f1db0b6fd,29.2,4.42,TRUE
2,map-2,EUR,supply_demand,8962045b6d7364b,20.94,2.16,TRUE
2,map-2,EUR,supply_demand,89620e5a32e5a34,23.69,1.94,TRUE
2,map-2,EUR,supply_demand,896218649ac4854,17.75,4.47,TRUE
2,map-2,EUR,supply_demand,89624b7a491c24b,20.51,5.26,TRUE
2,map-2,EUR,supply_demand,89625f96503bf50,21.18,5.23,TRUE
2,map-2,EUR,supply_demand,8962cd15b108d57,18.75,3.14,TRUE
2,map-2,EUR,supply_demand,8962d542fae63ad,20.41,3.64,TRUE
2,map-2,EUR,supply_demand,896325538a9d79b,27.09,4.26,TRUE
2,map-2,EUR,supply_demand,89632a7c2a49347,24.13,3.27,TRUE
2,map-2,EUR,supply_demand,8963542da565986,23.75,1.62,TRUE
2,map-2,EUR,supply_demand,896356e4a7d777a,29.38,4.73,TRUE
2,map-2,EUR,supply_demand,89648fa10d9f9d4,24.37,4.52,TRUE
2,map-2,EUR,supply_demand,8964f8db7e9877f,24.16,1.45,TRUE
2,map-2,EUR,supply_demand,8965015bf3629f6,12.56,4.03,TRUE
2,map-2,EUR,supply_demand,89652bfd7f3623e,17.64,3.66,TRUE
2,map-2,EUR,supply_demand,8965f96926f4962,24.92,1.53,TRUE
2,map-2,EUR,supply_demand,89665cd0bec7b4e,15.82,3.6,TRUE
2,map-2,EUR,supply_demand,89668a27077edd9,23.22,3.5,TRUE
2,map-2,EUR,supply_demand,8966b0d86c1966a,16.12,3.87,TRUE
2,map-2,EUR,supply_demand,89672d56bf63e51,14.09,3.2,TRUE
2,map-2,EUR,supply_demand,89672e45048662e,24.77,2.2,TRUE
2,map-2,EUR,supply_demand,89677e52638586f,20.35,1.8,TRUE
2,map-2,EUR,supply_demand,8967c33a6512caf,24.72,2.33,TRUE
2,map-2,EUR,supply_demand,8967c401b44f67e,28.57,1.77,TRUE
2,map-2,EUR,supply_demand,8967de316ac953e,12.26,2.81,TRUE
2,map-2,EUR,supply_demand,8967f878a4cf666,28.57,4.98,TRUE
2,map-2,EUR,supply_demand,8968198d70c2b2c,17.64,2.89,TRUE
2,map-2,EUR,supply_demand,89681dfff653680,19.64,2.02,TRUE
2,map-2,EUR,supply_demand,89682db682ee029,19.69,2.8,TRUE
2,map-2,EUR,supply_demand,8968ad824500b95,20.69,3.93,TRUE
2,map-2,EUR,supply_demand,8968c01234f2889,19.75,2.62,TRUE
2,map-2,EUR,supply_demand,8968df61b49db1f,20.38,1.82,TRUE
2,map-2,EUR,supply_demand,8968ed3846df05c,21.53,2.34,TRUE
2,map-2,EUR,supply_demand,89695f6bf1a9cda,21.83,5.21,TRUE
2,map-2,EUR,supply_demand,89696d10201a73b,24.98,1.95,TRUE
2,map-2,EUR,supply_demand,8969b8982341c12,13.03,2.37,TRUE
2,map-2,EUR,supply_demand,8969d2c55e15b8d,23.31,3.69,TRUE
2,map-2,EUR,supply_demand,8969e84c96851d5,21.52,1.77,TRUE
2,map-2,EUR,supply_demand,896a5bded6ecb55,24.25,2.63,TRUE
2,map-2,EUR,supply_demand,896ab65a61bc32b,15.15,3.74,TRUE
2,map-2,EUR,supply_demand,896bf39d3914726,26.68,1.42,TRUE
2,map-2,EUR,supply_demand,896c13c8d755acc,15.8,3.7,TRUE
2,map-2,EUR,supply_demand,896c3b8aa46d873,28.5,2.15,TRUE
2,map-2,EUR,supply_demand,896c654dfbe3ae5,17.68,4.07,TRUE
2,map-2,EUR,supply_demand,896c86f6478654f,16.82,2.64,TRUE
2,map-2,EUR,supply_demand,896cb36822346e0,35,2.71,TRUE
2,map-2,EUR,supply_demand,896cb429d57b025,25.26,4.25,TRUE
2,map-2,EUR,supply_demand,896ce37208ef29d,14.09,1.49,TRUE
2,map-2,EUR,supply_demand,896d042b98c09cb,24.57,2.83,TRUE
2,map-2,EUR,supply_demand,896d14dfbaec4dd,23.61,1.96,TRUE
2,map-2,EUR,supply_demand,896d5fe0a3144fd,14.76,2.7,TRUE
2,map-2,EUR,supply_demand,896d874df4d2a93,27.82,4.45,TRUE
2,map-2,EUR,supply_demand,896dadf13e3a215,21.49,4.1,TRUE
2,map-2,EUR,supply_demand,896db7c7059f3c1,16.56,3.52,TRUE
2,map-2,EUR,supply_demand,896dc0de04bc764,17.59,3.36,TRUE
2,map-2,EUR,supply_demand,896df56fb42baf8,12.17,2.11,TRUE
2,map-2,EUR,supply_demand,896e6ddf5c9c602,19.44,1.81,TRUE
2,map-2,EUR,supply_demand,896e81ee36bbf25,23.94,2.86,TRUE
2,map-2,EUR,supply_demand,896eea5be2867da,18.83,3.48,TRUE
2,map-2,EUR,supply_demand,896f60e0e9e17e6,18.37,2.41,TRUE
2,map-2,EUR,supply_demand,896f61253781e6e,23.23,2.59,TRUE
2,map-2,EUR,supply_demand,896f634de25c050,17.02,3.63,TRUE
2,map-2,EUR,supply_demand,896f86819b473a9,11.84,4.42,TRUE
2,map-2,EUR,supply_demand,896f9e585e05e64,30.52,1.93,TRUE
2,map-2,EUR,supply_demand,896fff4bdf9e3be,23.98,5.21,TRUE
2,map-2,EUR,supply_demand,897079b255158cf,22.54,3.79,TRUE
2,map-2,EUR,supply_demand,8970de46f897fe1,28.38,3.66,TRUE
2,map-2,EUR,supply_demand,8971126cafca92b,24.78,1.49,TRUE
2,map-2,EUR,supply_demand,89716a995e9ff62,20.86,3.85,TRUE
2,map-2,EUR,supply_demand,897172f72556dbe,30.66,1.58,TRUE
2,map-2,EUR,supply_demand,8971c668f170bf8,18.32,4.32,TRUE
2,map-2,EUR,supply_demand,8972110a8ba2355,22.89,1.61,TRUE
2,map-2,EUR,supply_demand,89725ca907166dc,8,3.92,TRUE
2,map-2,EUR,supply_demand,89728dbf0c4b578,25.65,4.84,TRUE
2,map-2,EUR,supply_demand,8972bac20f54dfb,15.92,2.89,TRUE
2,map-2,EUR,supply_demand,897301e9690b799,16.92,2.89,TRUE
2,map-2,EUR,supply_demand,89730348ade02c2,20.16,4.86,TRUE
2,map-2,EUR,supply_demand,89730b98f612972,19.32,1.73,TRUE
2,map-2,EUR,supply_demand,8973121f6c013f9,21.97,2.23,TRUE
2,map-2,EUR,supply_demand,897313cd3bc96f8,23.96,1.44,TRUE
2,map-2,EUR,supply_demand,8973da320442f92,27.22,3.65,TRUE
2,map-2,EUR,supply_demand,8973e95db4f17b9,16.72,5.12,TRUE
2,map-2,EUR,supply_demand,89740f65d27d11f,25.74,3.35,TRUE
2,map-2,EUR,supply_demand,897431e1487eb0e,12.88,5.29,TRUE
2,map-2,EUR,supply_demand,89746de8616938c,15.12,2.59,TRUE
2,map-2,EUR,supply_demand,897472f257fc967,17.12,4.68,TRUE
2,map-2,EUR,supply_demand,89749e8bbdfcdaa,20.47,1.89,TRUE
2,map-2,EUR,supply_demand,8974bdbdeac04f5,30.14,4.05,TRUE
2,map-2,EUR,supply_demand,8974e246796dc13,21.25,4.55,TRUE
2,map-2,EUR,supply_demand,8974f91bd86814a,18.21,4.14,TRUE
2,map-2,EUR,supply_demand,897501de4cb4703,24.6,2.22,TRUE
2,map-2,EUR,supply_demand,89752ffc7230274,14.03,4.64,TRUE
2,map-2,EUR,supply_demand,897535d194c23c4,20.53,4.63,TRUE
2,map-2,EUR,supply_demand,897554287049984,16.64,2.78,TRUE
2,map-2,EUR,supply_demand,89758af9ddfae34,22.2,2.49,TRUE
2,map-2,EUR,supply_demand,8975e6cf0c4fb19,15.89,2.56,TRUE
2,map-2,EUR,supply_demand,8975e85c3bfcc2c,27.19,3.44,TRUE
2,map-2,EUR,supply_demand,8975eec701b0cb8,25.62,4.54,TRUE
2,map-2,EUR,supply_demand,89760dedbc5bdda,25.68,5.11,TRUE
2,map-2,EUR,supply_demand,89762b7ca87f3a1,27.04,5.26,TRUE
2,map-2,EUR,supply_demand,89762c7e2692f9f,22.33,5.12,TRUE
2,map-2,EUR,supply_demand,897701cd0b5f65b,17.68,2.57,TRUE
2,map-2,EUR,supply_demand,89771019b07227a,22.4,4.45,TRUE
2,map-2,EUR,supply_demand,8977351d90d5086,26.37,5.44,TRUE
2,map-2,EUR,supply_demand,8977fa2aab5cd79,21.5,5.38,TRUE
2,map-2,EUR,supply_demand,8978031584483d8,24.56,1.91,TRUE
2,map-2,EUR,supply_demand,897896c8febd2f2,27.47,1.91,TRUE
2,map-2,EUR,supply_demand,89789fcc7e414bb,20.83,4.44,TRUE
2,map-2,EUR,supply_demand,8978c04d17ae622,33.91,1.55,TRUE
2,map-2,EUR,supply_demand,89790fd6573a959,22.11,2.3,TRUE
2,map-2,EUR,supply_demand,89793976bf067fd,20.61,2.92,TRUE
2,map-2,EUR,supply_demand,8979e1b75d81d2f,18.49,2.94,TRUE
2,map-2,EUR,supply_demand,8979f52394ad944,17.08,4.4,TRUE
2,map-2,EUR,supply_demand,897a3c106bc348a,18.76,2.14,TRUE
2,map-2,EUR,supply_demand,897a8cca70831e1,24.53,2,TRUE
2,map-2,EUR,supply_demand,897a900f5e06401,28.14,2.22,TRUE
2,map-2,EUR,supply_demand,897ae2af01531f1,32.85,4.19,TRUE
2,map-2,EUR,supply_demand,897ba7e302231de,17.27,5.46,TRUE
2,map-2,EUR,supply_demand,897be690001b56e,32.97,1.7,TRUE
2,map-2,EUR,supply_demand,897bf2201b86f46,21.29,2.18,TRUE
2,map-2,EUR,supply_demand,897c020115de519,17.75,3.03,TRUE
2,map-2,EUR,supply_demand,897c3ba9e5f12c9,31.21,3.39,TRUE
2,map-2,EUR,supply_demand,897c4c242c68193,20.75,3.54,TRUE
2,map-2,EUR,supply_demand,897c5307d9255d7,19.19,2.59,TRUE
2,map-2,EUR,supply_demand,897c8c9c4cc3793,19.79,5.48,TRUE
2,map-2,EUR,supply_demand,897caed8b4752c3,14.77,4.39,TRUE
2,map-2,EUR,supply_demand,897cee396f1e1ac,17.36,5.38,TRUE
2,map-2,EUR,supply_demand,897cfad21f4a02d,13.24,2.22,TRUE
2,map-2,EUR,supply_demand,897d31ca35b4a6c,23.71,2.72,TRUE
2,map-2,EUR,supply_demand,897d792e5cb5b90,19.37,2.67,TRUE
2,map-2,EUR,supply_demand,897d7c9c3abce14,10.55,1.82,TRUE
2,map-2,EUR,supply_demand,897d8b221f2ecfb,22.38,1.67,TRUE
2,map-2,EUR,supply_demand,897df21bc98dae2,17.73,2.55,TRUE
2,map-2,EUR,supply_demand,897ebdbc218a33d,22.52,1.66,TRUE
2,map-2,EUR,supply_demand,897ec64f7bc4f80,20.94,2.98,TRUE
2,map-2,EUR,supply_demand,897ed3f7dda418c,18.47,2.54,TRUE
2,map-2,EUR,supply_demand,897efee9fbd1a02,25.26,5.43,TRUE
2,map-2,EUR,supply_demand,897f4bd0c1c12be,20.86,5.33,TRUE
2,map-2,EUR,supply_demand,897f64d35c0358f,16.18,3.91,TRUE
2,map-2,EUR,supply_demand,897f75b701c5418,21.7,2.26,TRUE
2,map-2,EUR,supply_demand,897f7af7c59f50f,22.29,4.82,TRUE
2,map-2,EUR,supply_demand,897fd7924638ec1,16.72,2.17,TRUE
